equipment_id,equipment_type,temperature_avg,humidity_avg,last_maintenance_days,uptime_hours,sensor_1,sensor_2,vibration,voltage_fluctuation,pressure,equipment_health,failure_probability,failure_reason,maintenance_level,cost_implications,updated_uptime
EQ-2850,Ventilator,23.8,62.6,34,4771,0.29,0.16,0.12,0.03,88.4,Moderate,0.3,Component Wear,Medium,6618,5919
EQ-4086,Blood Analyzer,24.9,31.5,701,809,0.64,0.82,3.56,1.1,114.7,Moderate,0.55,Calibration Drift,Medium,7031,1648
EQ-9960,Ventilator,30.0,77.7,648,3889,0.22,0.29,4.61,0.12,85.8,Critical,0.6,Component Wear,High,13966,3993
EQ-1346,X-ray Machine,21.8,24.4,170,3774,0.52,1.01,1.15,0.52,101.2,Good,0.05,Component Wear,Low,1573,4612
EQ-8846,X-ray Machine,31.7,62.0,690,4360,0.1,0.16,1.13,0.64,82.3,Moderate,0.35,Component Wear,Medium,7761,5084
EQ-3984,CT Scanner,31.5,70.7,664,1332,0.25,0.35,5.95,0.48,88.6,Critical,1.0,Overheating,High,10315,1741
EQ-1164,Ventilator,21.6,25.4,230,2603,0.71,0.31,1.38,1.23,118.8,Moderate,0.55,Voltage Surge,Medium,5346,3610
EQ-6730,Ventilator,19.2,28.7,719,3836,0.39,-0.01,5.89,0.64,103.1,Moderate,0.5,Overheating,Medium,5520,4474
EQ-4406,Blood Analyzer,27.4,48.1,314,939,0.19,0.07,1.84,0.74,100.6,Good,0.05,Component Wear,Low,2489,1954
EQ-3678,CT Scanner,18.6,43.5,380,1123,0.89,0.6,0.72,0.83,102.4,Moderate,0.35,Calibration Drift,Medium,7050,2037
EQ-8402,X-ray Machine,29.7,48.5,299,519,0.13,0.26,4.54,1.38,89.4,Good,0.25,Voltage Surge,Low,2444,1350
EQ-4270,X-ray Machine,18.6,34.6,442,963,0.68,0.55,4.84,0.7,102.1,Moderate,0.35,Component Wear,Medium,4772,1676
EQ-3669,X-ray Machine,36.9,79.9,201,3375,0.23,0.41,0.62,0.46,114.8,Critical,0.85,Overheating,High,11498,3825
EQ-9783,X-ray Machine,28.0,27.4,347,4674,0.27,0.15,4.25,0.12,103.2,Good,0.05,Calibration Drift,Low,2633,5514
EQ-7188,Blood Analyzer,22.5,71.9,278,4661,0.26,-0.05,4.85,0.7,120.7,Moderate,0.4,Pressure Leak,Medium,6338,5826
EQ-4357,CT Scanner,26.5,39.7,401,573,0.93,0.77,0.02,1.18,98.2,Moderate,0.55,Calibration Drift,Medium,5362,1442
EQ-5132,Blood Analyzer,18.4,29.5,275,4912,0.35,0.67,3.15,0.71,124.7,Good,0.15,Pressure Leak,Low,3721,5562
EQ-1169,Ventilator,24.9,43.0,637,4436,0.55,0.49,0.78,0.52,109.3,Moderate,0.35,Component Wear,Medium,5885,5330
EQ-2470,Blood Analyzer,19.8,77.6,346,128,0.76,0.26,1.93,0.78,112.0,Moderate,0.3,Calibration Drift,Medium,7961,1094
EQ-5003,Blood Analyzer,26.1,56.6,211,2898,0.36,0.17,1.82,0.57,111.2,Good,0.05,Calibration Drift,Low,3523,3741
EQ-6900,CT Scanner,18.5,77.9,93,1117,0.24,0.5,1.51,1.29,122.5,Critical,0.6,Voltage Surge,High,14150,1569
EQ-8581,Blood Analyzer,38.8,26.2,182,890,0.67,0.34,5.39,1.42,114.2,Critical,0.75,Overheating,High,13137,1324
EQ-4406,CT Scanner,28.8,67.2,647,4422,0.38,0.89,1.26,1.33,129.0,Critical,1.0,Voltage Surge,High,12588,4581
EQ-9284,Blood Analyzer,33.6,69.5,541,2901,0.95,0.75,3.62,0.0,127.6,Critical,0.7,Pressure Leak,High,9578,3160
EQ-5687,Ventilator,19.4,78.8,574,4528,-0.05,0.71,4.1,0.85,118.2,Critical,0.6,Calibration Drift,High,12483,4822
EQ-6076,X-ray Machine,29.7,36.3,139,4200,0.26,0.09,1.52,1.31,117.1,Good,0.25,Voltage Surge,Low,2923,5207
EQ-4087,MRI Scanner,39.0,79.9,352,3141,0.93,0.22,2.3,0.59,100.1,Critical,1.0,Overheating,High,11575,3609
EQ-3503,Ventilator,34.1,23.4,166,4100,0.91,0.34,3.42,0.44,109.4,Moderate,0.4,Calibration Drift,Medium,7032,5194
EQ-5689,Ventilator,31.4,31.4,450,3342,0.81,0.05,3.18,0.57,87.5,Critical,0.7,Calibration Drift,High,8060,3555
EQ-9113,X-ray Machine,38.3,23.8,33,1288,0.52,1.02,4.32,0.34,99.5,Moderate,0.4,Overheating,Medium,4284,1935
EQ-1945,Blood Analyzer,26.1,76.7,651,2945,0.5,1.01,6.01,0.29,127.8,Critical,0.85,Overheating,High,11196,3202
EQ-5175,Ventilator,32.8,66.4,338,2376,0.62,0.87,-0.06,0.32,107.8,Critical,0.95,Calibration Drift,High,12778,2604
EQ-6366,Ventilator,18.8,72.7,454,3673,1.0,0.12,0.42,0.76,98.0,Critical,0.6,Calibration Drift,High,14078,3942
EQ-7192,CT Scanner,21.8,44.3,629,2566,0.64,0.78,1.1,1.42,119.2,Moderate,0.55,Voltage Surge,Medium,6562,3239
EQ-4809,CT Scanner,19.1,61.8,448,2388,0.76,0.95,0.99,0.34,99.6,Critical,0.6,Calibration Drift,High,8626,2847
EQ-8319,Ventilator,36.7,72.5,184,4658,0.82,0.64,0.89,0.92,101.0,Critical,0.85,Overheating,High,11548,4873
EQ-7629,Ventilator,39.4,65.0,408,4716,0.3,0.36,1.68,1.48,124.5,Critical,1.0,Overheating,High,12025,5107
EQ-6514,CT Scanner,21.5,54.6,512,677,0.51,0.35,4.43,0.74,107.8,Moderate,0.35,Component Wear,Medium,7121,1660
EQ-7186,CT Scanner,24.2,42.4,178,4886,0.38,0.0,2.63,0.48,119.6,Good,0.05,Component Wear,Low,2314,5516
EQ-1595,X-ray Machine,33.9,46.0,177,2754,0.77,0.71,2.5,1.38,94.6,Good,0.25,Voltage Surge,Low,3322,3675
EQ-2674,Ventilator,21.9,42.3,596,957,0.33,0.28,3.31,1.37,112.8,Moderate,0.55,Voltage Surge,Medium,4935,1578
EQ-9070,Ventilator,37.9,75.8,500,872,0.26,0.8,3.76,1.19,82.8,Critical,1.0,Overheating,High,14973,1222
EQ-6779,Ventilator,20.4,74.6,292,3059,1.03,0.66,5.76,1.09,86.6,Critical,0.95,Overheating,High,9402,3388
EQ-1714,Ventilator,39.0,52.5,103,4023,0.73,0.96,5.26,0.04,101.9,Moderate,0.55,Overheating,Medium,4600,4966
EQ-5219,Ventilator,31.8,75.9,606,4483,0.29,0.19,5.14,1.02,98.4,Critical,1.0,Overheating,High,8582,4972
EQ-4491,CT Scanner,29.0,75.0,685,1677,0.61,0.4,3.82,0.81,80.6,Critical,0.95,Component Wear,High,10652,2073
EQ-6309,X-ray Machine,30.8,46.6,485,4809,0.92,0.4,3.15,0.16,81.4,Moderate,0.35,Component Wear,Medium,7300,5865
EQ-2146,X-ray Machine,21.4,24.8,380,3908,0.69,0.27,0.66,0.86,82.6,Moderate,0.35,Component Wear,Medium,5292,4764
EQ-7266,Ventilator,18.4,41.6,527,2793,0.97,0.44,0.5,1.02,95.6,Moderate,0.55,Calibration Drift,Medium,5392,3702
EQ-1643,MRI Scanner,21.8,38.4,199,4922,0.55,0.06,4.22,0.42,105.8,Good,0.05,Component Wear,Low,2998,5678
EQ-6707,Ventilator,36.2,55.7,647,3687,0.05,0.24,2.01,0.03,105.2,Critical,0.7,Overheating,High,13830,4102
EQ-4216,X-ray Machine,37.6,28.5,312,171,0.24,0.13,2.74,0.95,91.2,Moderate,0.4,Overheating,Medium,4232,1060
EQ-5922,CT Scanner,36.4,29.5,179,4012,0.89,0.97,5.11,1.03,123.1,Critical,0.85,Overheating,High,13386,4267
EQ-6618,MRI Scanner,25.0,29.1,417,2106,0.49,0.33,2.58,0.45,92.2,Moderate,0.35,Calibration Drift,Medium,7935,2908
EQ-8462,X-ray Machine,33.2,38.8,721,2849,0.82,0.55,3.49,0.67,116.2,Moderate,0.35,Calibration Drift,Medium,7044,3776
EQ-1729,X-ray Machine,33.3,45.1,581,1849,0.53,0.82,2.23,0.23,101.2,Moderate,0.35,Calibration Drift,Medium,5612,2852
EQ-5389,CT Scanner,26.9,50.6,228,2015,-0.02,0.85,0.05,0.85,114.2,Good,0.05,Component Wear,Low,1039,2748
EQ-5502,CT Scanner,31.2,57.3,60,3718,0.17,0.32,1.51,0.8,112.3,Critical,0.65,Component Wear,High,14606,4056
EQ-2491,Ventilator,28.9,36.7,569,1003,0.14,0.86,5.05,1.25,99.1,Critical,0.7,Overheating,High,11477,1379
EQ-3485,Ventilator,26.0,41.5,567,125,0.04,0.3,2.55,0.91,103.0,Moderate,0.35,Component Wear,Medium,6901,731
EQ-2972,CT Scanner,24.4,59.1,571,3436,0.57,0.19,2.62,1.09,117.0,Critical,0.8,Component Wear,High,13500,3783
EQ-1796,X-ray Machine,28.6,55.9,17,2043,1.03,0.12,0.6,1.08,113.9,Good,0.25,Component Wear,Low,3607,2799
EQ-3496,X-ray Machine,23.7,48.6,85,3145,0.98,0.29,5.38,0.81,83.1,Good,0.2,Overheating,Low,1343,4076
EQ-7275,X-ray Machine,26.0,75.5,682,3749,0.62,0.52,0.17,0.56,116.3,Critical,0.6,Calibration Drift,High,11542,4082
EQ-9497,MRI Scanner,38.0,34.4,542,2565,0.56,0.91,4.28,1.34,87.9,Critical,0.9,Overheating,High,13511,2835
EQ-3117,MRI Scanner,29.7,32.8,695,1533,-0.02,0.73,4.7,1.2,92.5,Moderate,0.55,Component Wear,Medium,5490,2697
EQ-1755,X-ray Machine,18.8,73.8,723,1263,0.19,0.5,4.88,1.24,103.4,Critical,0.8,Voltage Surge,High,13328,1743
EQ-4468,X-ray Machine,35.5,78.1,485,1255,0.52,0.15,4.99,1.44,100.0,Critical,1.0,Voltage Surge,High,10416,1524
EQ-8903,MRI Scanner,33.7,64.0,471,2441,0.46,0.72,0.61,0.03,91.0,Critical,0.7,Component Wear,High,9389,2836
EQ-1177,MRI Scanner,20.2,61.0,294,1816,0.76,0.16,1.62,1.46,124.6,Moderate,0.35,Voltage Surge,Medium,6235,2950
EQ-5745,Blood Analyzer,21.4,22.6,271,3636,0.83,0.23,1.6,0.08,95.1,Good,0.05,Component Wear,Low,3456,4246
EQ-1387,Ventilator,28.9,53.8,464,2807,0.44,0.52,5.32,0.95,83.2,Moderate,0.5,Overheating,Medium,5872,3548
EQ-5943,X-ray Machine,31.3,64.5,166,1476,0.06,0.22,0.45,0.27,101.6,Good,0.05,Calibration Drift,Low,3911,2418
EQ-5482,MRI Scanner,31.4,52.5,450,2493,0.21,0.24,5.78,1.08,108.6,Critical,0.7,Overheating,High,10218,2748
EQ-3205,MRI Scanner,18.5,73.7,726,3657,0.95,0.94,0.59,0.64,120.3,Critical,0.7,Pressure Leak,High,14098,3794
EQ-3146,CT Scanner,25.5,62.4,633,1554,0.75,0.31,1.05,0.2,120.9,Critical,0.7,Pressure Leak,High,11759,1816
EQ-1748,MRI Scanner,20.0,27.0,220,1704,0.35,0.89,1.6,1.11,128.1,Moderate,0.35,Pressure Leak,Medium,5901,2414
EQ-6104,X-ray Machine,31.6,73.2,86,2240,0.85,0.46,2.74,0.25,111.8,Moderate,0.3,Calibration Drift,Medium,7361,2843
EQ-3840,CT Scanner,20.4,31.0,397,4591,0.81,0.15,3.21,-0.0,95.4,Moderate,0.35,Component Wear,Medium,7780,5631
EQ-7042,CT Scanner,33.8,39.1,590,4831,0.91,0.48,2.22,0.97,84.2,Critical,0.7,Component Wear,High,10699,5088
EQ-3890,MRI Scanner,26.0,58.8,412,4448,0.28,0.43,1.92,0.25,88.3,Moderate,0.35,Calibration Drift,Medium,7555,5442
EQ-9986,Blood Analyzer,25.4,49.5,276,3700,0.75,0.65,2.49,1.08,102.5,Good,0.25,Calibration Drift,Low,1720,4662
EQ-8465,X-ray Machine,23.2,61.5,462,4316,0.38,0.77,5.78,0.64,91.2,Moderate,0.5,Overheating,Medium,4694,5034
EQ-4530,X-ray Machine,29.8,66.8,717,2805,0.58,0.02,2.08,1.52,87.4,Moderate,0.55,Voltage Surge,Medium,6444,3547
EQ-8623,MRI Scanner,37.5,56.1,393,2239,0.75,0.36,5.17,1.23,102.8,Critical,1.0,Overheating,High,12399,2405
EQ-9557,Blood Analyzer,31.4,57.2,567,4083,0.34,0.97,4.79,0.58,81.4,Moderate,0.35,Component Wear,Medium,5663,5051
EQ-8007,MRI Scanner,23.4,76.4,361,1148,0.33,0.19,0.19,1.2,109.0,Critical,0.8,Calibration Drift,High,9020,1536
EQ-2498,X-ray Machine,36.7,44.7,287,373,0.41,0.53,5.99,1.22,121.9,Critical,0.85,Overheating,High,11217,674
EQ-6874,X-ray Machine,31.7,58.9,17,496,0.58,0.21,2.71,-0.07,96.5,Good,0.05,Calibration Drift,Low,3842,1252
EQ-1371,CT Scanner,29.8,71.9,345,4407,0.36,0.44,0.34,0.08,120.4,Critical,1.0,Pressure Leak,High,9009,4819
EQ-1884,CT Scanner,36.0,33.0,143,2853,0.09,0.87,2.68,0.76,127.6,Moderate,0.5,Pressure Leak,Medium,5479,3910
EQ-1405,MRI Scanner,25.5,46.4,408,302,0.16,0.72,2.59,0.44,119.0,Moderate,0.35,Calibration Drift,Medium,4276,1038
EQ-4476,Ventilator,22.7,30.8,162,1193,0.03,0.3,2.0,0.82,87.0,Good,0.05,Calibration Drift,Low,3088,2222
EQ-7000,MRI Scanner,22.4,45.7,346,3458,0.74,0.56,3.94,0.18,114.0,Moderate,0.35,Component Wear,Medium,4967,4217
EQ-4190,X-ray Machine,38.6,48.9,194,712,0.42,0.32,5.51,0.75,105.2,Moderate,0.55,Overheating,Medium,5410,1437
EQ-7038,Blood Analyzer,27.4,57.3,170,450,0.49,0.72,1.15,1.53,127.5,Moderate,0.35,Voltage Surge,Medium,4926,1163
EQ-7963,Blood Analyzer,21.0,51.0,669,4344,0.49,0.31,1.89,1.35,92.1,Moderate,0.55,Voltage Surge,Medium,4623,5257
EQ-5848,MRI Scanner,18.1,79.1,558,3085,0.22,0.23,4.3,0.23,121.7,Critical,0.7,Pressure Leak,High,10623,3206
EQ-5226,CT Scanner,27.9,20.7,601,3460,0.83,0.99,6.02,1.1,115.7,Critical,0.7,Overheating,High,12732,3735
EQ-2558,Ventilator,23.3,38.9,209,4114,0.43,0.59,1.54,0.74,86.2,Moderate,0.35,Calibration Drift,Medium,4873,4863
EQ-8384,Blood Analyzer,36.3,79.5,429,137,0.86,0.63,1.91,1.52,110.0,Critical,1.0,Overheating,High,14628,344
EQ-4701,Ventilator,36.4,78.0,474,3095,0.91,0.76,0.85,0.99,106.7,Critical,1.0,Overheating,High,8437,3557
EQ-4152,X-ray Machine,20.1,34.3,607,4953,0.46,0.6,0.13,1.01,88.5,Moderate,0.55,Component Wear,Medium,4423,6115
EQ-7090,X-ray Machine,22.9,72.7,372,315,0.04,0.19,3.71,1.31,88.3,Critical,0.8,Voltage Surge,High,13149,579
EQ-4517,Blood Analyzer,25.6,47.3,531,4232,0.18,0.18,4.35,0.82,112.2,Moderate,0.35,Component Wear,Medium,6287,5324
EQ-3989,X-ray Machine,31.5,63.1,545,3047,0.52,0.79,4.28,0.12,101.3,Moderate,0.35,Component Wear,Medium,6167,3799
EQ-2391,CT Scanner,36.8,24.7,532,4541,0.57,0.7,0.9,0.61,127.6,Critical,0.8,Overheating,High,10855,4722
EQ-5493,MRI Scanner,22.2,30.7,319,2593,0.8,0.08,5.85,0.64,111.2,Moderate,0.5,Overheating,Medium,7816,3540
EQ-6103,X-ray Machine,28.3,65.8,155,236,0.23,0.89,0.19,0.14,127.8,Good,0.15,Pressure Leak,Low,3679,1418
EQ-3298,MRI Scanner,39.1,34.9,525,2136,0.27,0.56,3.18,0.72,121.5,Critical,0.8,Overheating,High,14097,2344
EQ-7053,CT Scanner,33.6,79.2,370,1782,0.67,0.02,4.09,0.57,99.3,Critical,0.95,Component Wear,High,9936,2239
EQ-5440,MRI Scanner,23.2,59.4,306,716,0.58,0.88,3.08,1.39,124.5,Critical,0.65,Voltage Surge,High,11927,1005
EQ-2864,CT Scanner,29.7,71.7,622,3413,0.78,0.11,0.11,1.19,97.6,Critical,1.0,Component Wear,High,12869,3693
EQ-2395,Blood Analyzer,25.3,68.1,535,735,0.16,0.47,2.88,0.55,125.8,Critical,0.7,Pressure Leak,High,13575,1231
EQ-3308,Ventilator,25.6,66.9,133,1878,0.34,0.1,3.36,0.97,96.6,Moderate,0.3,Calibration Drift,Medium,4277,2543
EQ-8919,X-ray Machine,37.7,49.8,19,258,0.99,0.8,2.18,1.01,109.8,Critical,0.6,Overheating,High,9809,585
EQ-9243,Ventilator,36.0,58.9,345,4856,0.23,0.13,0.54,0.13,112.2,Critical,0.7,Component Wear,High,14470,4957
EQ-2313,MRI Scanner,21.4,21.0,626,3742,0.0,0.54,1.58,0.62,95.5,Moderate,0.35,Calibration Drift,Medium,4555,4672
EQ-2776,CT Scanner,32.7,37.8,316,2839,0.42,1.01,4.8,0.54,120.3,Critical,0.8,Pressure Leak,High,8194,3138
EQ-2930,Blood Analyzer,25.9,76.2,319,2032,0.48,0.3,3.24,1.05,111.7,Moderate,0.5,Component Wear,Medium,5977,3032
EQ-1921,X-ray Machine,27.9,31.1,116,4206,0.36,0.43,2.65,0.75,109.1,Good,0.05,Calibration Drift,Low,3836,5147
EQ-9278,X-ray Machine,24.8,78.4,542,1337,0.32,0.84,1.65,0.8,110.7,Critical,0.6,Calibration Drift,High,9609,1737
EQ-9263,X-ray Machine,34.5,63.5,393,3478,0.51,0.97,4.62,1.06,115.9,Moderate,0.55,Calibration Drift,Medium,6153,4396
EQ-8555,MRI Scanner,18.8,68.3,362,325,0.19,0.3,3.32,0.34,112.0,Critical,0.6,Calibration Drift,High,13415,571
EQ-5778,CT Scanner,30.7,42.2,243,4142,0.82,0.99,4.08,0.32,95.2,Moderate,0.4,Calibration Drift,Medium,5633,5143
EQ-4583,Ventilator,36.6,59.2,139,192,0.38,0.52,1.49,-0.06,125.0,Moderate,0.5,Overheating,Medium,5068,1042
EQ-3710,Blood Analyzer,37.6,71.6,6,1741,0.3,-0.05,3.9,0.71,111.3,Critical,0.85,Overheating,High,14354,1988
EQ-3155,MRI Scanner,21.2,69.8,280,750,1.0,0.98,3.33,1.45,101.9,Moderate,0.5,Voltage Surge,Medium,6651,1390
EQ-6775,X-ray Machine,35.7,35.9,212,4125,0.03,0.76,0.87,0.65,96.3,Moderate,0.4,Calibration Drift,Medium,5116,5131
EQ-1553,MRI Scanner,35.9,37.0,508,854,0.53,0.52,3.75,0.87,128.8,Critical,0.8,Pressure Leak,High,14191,1084
EQ-4392,MRI Scanner,33.3,41.2,298,2171,0.01,-0.04,5.8,0.81,86.7,Moderate,0.55,Overheating,Medium,7611,3309
EQ-9259,CT Scanner,26.5,62.5,452,4103,0.81,0.34,5.28,1.2,87.4,Critical,0.95,Overheating,High,11874,4324
EQ-2217,Ventilator,24.5,41.2,111,4043,0.78,0.22,4.84,0.56,103.2,Good,0.05,Calibration Drift,Low,2494,5154
EQ-6951,Ventilator,28.4,56.2,676,1722,0.3,0.29,1.3,0.26,87.8,Moderate,0.35,Component Wear,Medium,7401,2428
EQ-5966,X-ray Machine,23.3,65.2,500,590,0.85,0.04,5.91,0.99,119.3,Moderate,0.5,Overheating,Medium,6856,1507
EQ-1577,CT Scanner,20.7,32.3,11,3817,0.06,0.41,5.47,0.58,95.2,Good,0.2,Overheating,Low,3625,4693
EQ-7855,CT Scanner,23.3,34.3,444,1683,0.29,0.03,0.24,0.59,128.6,Moderate,0.45,Pressure Leak,Medium,4690,2366
EQ-2568,X-ray Machine,22.8,30.5,84,481,0.09,0.83,4.64,0.71,94.4,Good,0.05,Component Wear,Low,2021,1104
EQ-5071,Blood Analyzer,21.0,56.6,90,1778,0.22,0.91,2.43,1.42,128.4,Moderate,0.35,Voltage Surge,Medium,4567,2854
EQ-4970,Ventilator,22.2,73.3,677,4740,0.35,0.44,3.4,1.13,113.9,Critical,0.8,Component Wear,High,9326,5042
EQ-9330,CT Scanner,34.9,68.0,164,1575,0.44,0.31,3.95,1.0,115.2,Critical,0.65,Calibration Drift,High,11311,1743
EQ-5323,Blood Analyzer,19.3,73.2,289,680,0.21,0.64,1.37,1.53,122.5,Critical,0.6,Voltage Surge,High,9554,1116
EQ-2285,CT Scanner,34.4,41.7,280,875,0.05,0.59,3.74,1.14,98.0,Critical,0.9,Calibration Drift,High,14208,1290
EQ-2478,CT Scanner,31.0,27.6,211,820,0.03,0.15,2.63,1.24,108.3,Critical,0.6,Voltage Surge,High,8736,1096
EQ-6873,X-ray Machine,19.5,57.3,231,4133,0.28,0.87,5.59,0.64,95.3,Good,0.2,Overheating,Low,1320,4986
EQ-1380,X-ray Machine,36.2,59.3,113,2292,0.18,0.19,2.08,0.07,124.7,Moderate,0.5,Overheating,Medium,4714,3434
EQ-4943,CT Scanner,27.0,27.6,350,4581,0.7,0.43,0.42,0.05,100.4,Moderate,0.35,Calibration Drift,Medium,6138,5302
EQ-7885,Ventilator,26.1,70.2,431,2276,0.23,0.62,1.37,0.82,94.0,Critical,0.6,Component Wear,High,12936,2630
EQ-7107,Ventilator,19.7,66.5,82,4747,0.17,0.99,5.96,-0.03,87.0,Moderate,0.45,Overheating,Medium,6506,5353
EQ-6246,Ventilator,24.3,32.5,667,3910,0.55,0.19,4.03,0.94,97.0,Moderate,0.35,Calibration Drift,Medium,7609,4861
EQ-2475,X-ray Machine,37.7,46.7,664,3163,0.74,0.32,0.92,1.04,86.0,Critical,0.9,Overheating,High,9473,3360
EQ-9959,CT Scanner,21.3,43.8,524,3802,0.58,0.35,4.97,1.56,106.2,Moderate,0.55,Voltage Surge,Medium,4290,4702
EQ-9384,MRI Scanner,18.3,67.0,420,2947,0.9,0.36,5.11,1.07,86.5,Critical,0.95,Overheating,High,12113,3280
EQ-3828,Ventilator,26.0,41.8,285,2120,0.88,0.94,5.95,0.81,102.5,Moderate,0.5,Overheating,Medium,6330,3090
EQ-1308,MRI Scanner,34.0,62.5,174,1003,0.13,0.49,1.48,0.16,121.8,Moderate,0.5,Pressure Leak,Medium,6153,1703
EQ-8370,CT Scanner,39.9,22.5,479,3584,0.02,0.35,0.52,0.37,107.7,Critical,0.7,Overheating,High,10503,3902
EQ-9686,MRI Scanner,36.1,63.1,176,396,0.09,0.75,1.55,0.16,89.5,Moderate,0.4,Overheating,Medium,7393,1375
EQ-6412,Blood Analyzer,27.5,34.7,101,642,0.66,0.92,1.66,0.92,125.6,Good,0.15,Pressure Leak,Low,2712,1406
EQ-7741,MRI Scanner,22.0,20.1,523,1564,0.68,0.11,4.68,1.44,102.8,Moderate,0.55,Voltage Surge,Medium,5173,2596
EQ-3224,CT Scanner,26.9,64.7,328,1862,0.84,0.26,6.0,0.55,84.4,Critical,0.75,Overheating,High,12096,2168
EQ-8650,X-ray Machine,36.3,50.1,319,3613,0.07,0.78,0.45,0.12,102.5,Moderate,0.4,Overheating,Medium,7785,4715
EQ-8775,Blood Analyzer,20.9,31.5,309,605,0.73,0.68,5.23,0.79,128.2,Moderate,0.3,Overheating,Medium,7743,1591
EQ-1625,X-ray Machine,23.6,33.6,100,1726,0.43,0.19,5.84,1.33,89.5,Moderate,0.4,Overheating,Medium,4025,2890
EQ-5470,Ventilator,38.1,54.8,601,2117,0.7,0.98,1.22,0.99,118.4,Critical,0.7,Overheating,High,14751,2428
EQ-2444,CT Scanner,34.9,59.7,506,527,0.5,0.87,3.88,0.95,98.5,Critical,0.95,Calibration Drift,High,14475,791
EQ-3101,CT Scanner,23.6,65.0,627,4080,0.2,0.41,1.05,0.18,83.4,Critical,0.6,Calibration Drift,High,14363,4302
EQ-5854,Ventilator,20.1,24.5,431,3644,0.51,0.38,1.89,0.48,98.9,Moderate,0.35,Calibration Drift,Medium,4409,4778
EQ-4063,Blood Analyzer,20.9,78.1,214,4925,0.39,0.43,0.23,0.26,115.9,Moderate,0.3,Component Wear,Medium,4435,6060
EQ-6067,X-ray Machine,31.0,30.3,646,1383,0.47,0.68,3.24,1.01,128.0,Critical,0.65,Pressure Leak,High,12830,1630
EQ-1670,X-ray Machine,24.5,68.5,600,4699,0.49,0.43,3.06,0.21,87.5,Moderate,0.35,Calibration Drift,Medium,4694,5358
EQ-9816,MRI Scanner,26.9,61.5,407,2803,0.27,0.95,2.95,1.31,84.0,Moderate,0.55,Voltage Surge,Medium,5645,3403
EQ-1691,Blood Analyzer,25.5,40.0,263,4394,0.54,0.98,3.26,0.73,112.8,Good,0.05,Calibration Drift,Low,3257,5304
EQ-5287,Ventilator,25.0,35.7,369,1125,0.16,0.46,1.8,0.58,113.8,Moderate,0.35,Calibration Drift,Medium,4999,2184
EQ-6842,X-ray Machine,35.2,22.7,626,1710,0.57,0.71,3.4,1.44,120.5,Critical,1.0,Voltage Surge,High,13853,2134
EQ-2197,CT Scanner,34.2,42.8,539,2130,0.84,0.41,1.73,1.08,116.4,Critical,0.9,Component Wear,High,13615,2278
EQ-4903,Blood Analyzer,29.9,72.6,477,2903,0.56,0.93,5.55,1.29,89.4,Critical,0.95,Overheating,High,10581,3166
EQ-5361,X-ray Machine,34.5,70.7,434,1667,0.06,0.6,5.02,0.6,93.2,Critical,0.75,Overheating,High,9730,1859
EQ-5256,Ventilator,39.1,28.6,148,1613,0.5,0.86,5.64,0.3,126.4,Critical,0.65,Overheating,High,13805,1796
EQ-1929,MRI Scanner,22.3,67.6,703,2324,0.22,0.12,5.0,0.09,113.5,Critical,0.6,Component Wear,High,13912,2610
EQ-7841,CT Scanner,29.0,57.7,194,3966,0.5,0.46,4.44,0.06,106.4,Critical,0.65,Component Wear,High,9654,4304
EQ-6548,Ventilator,32.1,62.9,364,4572,0.84,0.49,4.05,0.27,128.5,Critical,1.0,Pressure Leak,High,9248,4742
EQ-2296,CT Scanner,34.6,47.8,610,1495,0.85,0.45,4.28,0.62,109.3,Critical,0.7,Component Wear,High,14672,1652
EQ-3471,Blood Analyzer,32.2,20.2,729,1128,0.92,0.77,2.12,0.92,112.1,Moderate,0.35,Calibration Drift,Medium,5606,1838
EQ-2545,X-ray Machine,24.2,46.4,198,3127,0.6,0.41,4.72,0.14,101.5,Good,0.05,Calibration Drift,Low,1570,4237
EQ-2560,CT Scanner,29.1,65.9,391,469,0.57,0.53,4.85,0.65,82.5,Critical,0.95,Component Wear,High,10826,882
EQ-5103,CT Scanner,24.9,30.5,346,3643,0.92,0.42,3.4,1.28,127.9,Critical,0.65,Voltage Surge,High,14176,4142
EQ-3415,Ventilator,35.9,49.3,537,4855,0.35,0.83,4.27,1.36,81.2,Critical,0.9,Voltage Surge,High,10915,5254
EQ-3521,Ventilator,26.3,30.8,667,3054,0.71,0.78,0.62,0.25,82.7,Moderate,0.35,Component Wear,Medium,6556,4108
EQ-5626,Blood Analyzer,34.1,74.6,575,4871,0.22,0.92,2.7,1.35,86.5,Critical,1.0,Voltage Surge,High,11495,5260
EQ-1326,Blood Analyzer,36.5,71.6,378,1620,0.71,0.19,2.65,0.36,122.8,Critical,1.0,Overheating,High,11412,1925
EQ-9548,Blood Analyzer,33.1,53.7,210,1756,0.68,0.31,5.75,1.33,85.6,Moderate,0.4,Overheating,Medium,7283,2778
EQ-4333,Ventilator,26.0,48.0,290,3722,-0.05,0.94,2.13,1.27,124.4,Critical,0.65,Voltage Surge,High,10699,4066
EQ-1237,Ventilator,25.1,71.7,23,2441,0.73,0.01,1.03,1.2,117.9,Moderate,0.5,Calibration Drift,Medium,7070,3257
EQ-7991,MRI Scanner,39.6,32.7,709,2587,0.57,0.24,0.94,0.42,121.5,Critical,0.8,Overheating,High,8067,3003
